연번,호선,station_name,층수,형식,지반고,레일면고,선로기준정거장깊이,정거장깊이,비고,위도,경도,station_depth,underground_floors,is_island_platform,is_side_platform,is_transfer_station,line_1to4,line_5to8,risk_area_count_500m,risk_area_count_1km,nearest_risk_distance,risk_weighted_score_500m,construction_count_500m,ongoing_construction_500m,total_construction_amount_500m,avg_construction_amount_500m,subway_related_construction_500m,large_construction_500m,construction_density_500m,water_building_count_500m,total_water_output_500m,total_waste_output_500m,avg_water_output_500m,large_water_buildings_500m,max_water_output_500m,water_building_density_500m,road_construction_count_500m,ongoing_road_construction_500m,subway_related_road_500m,communication_infra_500m,water_sewer_construction_500m,major_road_construction_500m,avg_construction_duration_500m,long_term_construction_500m,road_construction_density_500m,comprehensive_risk_score,underground_activity_density,ground_disturbance_index,infrastructure_density,risk_level,underground_risk_score_norm,subway_risk_score_norm,construction_risk_score_norm,water_output_risk_score_norm,station_risk_score
45,2,문래,B2,상대식,109.25,96.21,13.04,11.94,,37.517993,126.894766,13.040000000000006,1.0,0,1,0,1,0,0.0,0,2750.613640263031,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0906735751295336,0.0701537508965005,2870.33,84.038,12,319.31,44.563384065730695,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.53826600000001,568,472.5,267,Low,0.0,0.0111111111111111,0.0,0.0536091086753447,0.1216359702471471
46,2,영등포구청,B2,상대식,109.56,95.51,14.05,12.95,5호선환승,37.525766,126.896627,14.049999999999995,1.0,0,1,1,1,0,0.0,0,3621.744947429812,0.0,5,0.4545454545454546,16.0,3.2,0.0,0.0,6.366197723675814,0.0751295336787564,0.024506695103455,1027.49,35.430689655172415,0,97.0,36.92394679731972,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,81.40549800000001,567,472.5,267,Low,0.0,0.0444444444444444,0.0909090909090909,0.0332120762607371,0.1555459681413267
47,2,당산,고가,상대식,112.65,122.82,-10.17,-11.27,9호선환승,37.533877,126.902011,-10.169999999999987,1.0,0,1,1,1,0,0.0,0,3676.768181285237,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0647668393782383,0.0411647316723316,1722.91,69.0364,9,205.0,31.830988618379067,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.295182,558,472.5,267,Low,0.0,0.0444444444444444,0.0,0.0353105236835233,0.0936881897789731
48,2,합정,B2,상대식,120.95,106.75,14.2,13.1,6호선환승,37.550025,126.914557,14.200000000000005,1.0,0,1,1,1,0,0.0,0,1572.509103504686,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1813471502590673,0.0572264924841825,2009.33,34.27614285714286,0,90.68,89.12676813146139,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.429866,603,472.5,267,Low,0.0,0.0444444444444444,0.0,0.0795245475810833,0.190657583099758
49,2,홍대입구,B2,섬식,111.67,98.41,13.26,12.16,"경의중앙선,공항철도환승",37.556748,126.923643,13.260000000000003,1.0,1,0,1,1,0,0.0,1,662.4158949698256,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5129533678756477,0.2042700022491521,7856.51,43.25459595959596,17,249.86,252.1014298575622,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,81.662882,731,472.5,267,High,0.0,0.1,0.0,0.2390744567082666,0.560886781947297
50,2,신촌,B2,상대식,121.26,106.15,15.11,14.01,,37.555153,126.93689,15.11,1.0,0,1,0,1,0,0.0,1,641.4934104663697,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4119170984455959,0.0967753168549745,4057.49,25.518805031446544,7,126.0,202.4450876128909,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.761498,692,472.5,267,Medium,0.0,0.0111111111111111,0.0,0.1695641384335234,0.3759464332395164
51,2,이대,B2,섬식,150.81,122.4,28.41,27.31,,37.556734,126.945897,28.41,1.0,1,0,0,1,0,0.0,1,725.5123556648117,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1243523316062176,0.0220025754342497,919.5,19.21875,0,52.83,61.11549814728781,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.1345,581,472.5,267,Low,0.0,0.0444444444444444,0.0,0.0487849690134891,0.1232400982867389
52,2,아현,B2,상대식,133.76,118.82,14.94,13.84,,37.557407,126.956079,14.939999999999998,1.0,0,1,0,1,0,0.0,0,1436.943224601154,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2823834196891192,0.0533363894453466,2233.23,20.515871559633027,4,233.79,138.78311037613273,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.39724600000001,642,472.5,267,Low,0.0,0.0111111111111111,0.0,0.1119066030448219,0.2494929749438414
53,2,충정로,B3,섬식,145.39,128.98,16.41,15.31,5호선환승,37.559742,126.964455,16.409999999999997,1.0,1,0,1,1,0,0.0,0,2212.8363944141965,0.0,1,0.0909090909090909,0.0,0.0,0.0,0.0,1.2732395447351628,0.082901554404145,0.0145646316411106,601.65,19.0828125,0,50.0,40.74366543152521,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.32213,566,472.5,267,Low,0.0,0.1,0.0181818181818181,0.0324887286817519,0.1210987303629745
55,2,용두,B2,상대식,114.93,105.24,9.69,8.59,,37.574012,127.03811,9.690000000000012,1.0,0,1,0,1,0,0.0,0,1276.6401400758307,0.0,3,0.0909090909090909,69.0,23.0,0.0,0.0,3.819718634205488,0.3756476683937824,0.0624751502078259,2617.39,18.064758620689656,2,102.6,184.6197339865986,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.723878,679,472.5,267,Medium,0.0,0.0111111111111111,0.0181818181818181,0.1460409395338694,0.3376477921266044
56,2,신답,지상,상대식,114.07,112.67,1.4,0.3,,37.56147,127.056348,1.3999999999999917,1.0,0,1,0,1,0,0.0,0,1867.68901919735,0.0,20,1.0,33.3,1.6649999999999998,1.0,0.0,25.464790894703256,0.0569948186528497,0.1941581194512068,0.05,370.0204545454545,17,479.0,28.01126998417358,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,84.32809,566,472.5,273,Medium,0.0,0.0111111111111111,0.4,0.0837176460346855,0.4800937093799437
57,2,용답,지상,상대식,110.37,115.75,-5.38,-6.48,,37.566412,126.977863,-5.379999999999996,1.0,0,1,0,1,0,0.0,2,954.23619265667,0.0,7,0.6363636363636364,45.400000000000006,6.485714285714287,0.0,0.0,8.91267681314614,0.4637305699481865,0.1651087571204269,4263.84,38.6731843575419,18,355.5,227.90987850759413,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,83.0845,719,472.5,267,High,0.0,0.0111111111111111,0.1272727272727272,0.2096131090228711,0.5568251845079584
58,2,도림천,B3,상대식,108.08,95.4,12.68,11.58,,37.514759,126.882586,12.679999999999993,1.0,0,1,0,1,0,0.0,0,2245.7737493156533,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0155440414507772,0.03130352320264,1312.46,218.7433333333333,5,340.6,7.639437268410976,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.212492,539,472.5,267,Low,0.0,0.0111111111111111,0.0,0.0156158548844724,0.0383098568194384
59,2,양천구청,B2,상대식,107.28,97.91,9.37,8.27,,37.512194,126.865193,9.370000000000005,1.0,0,1,0,1,0,0.0,0,1131.5433446854677,0.0,5,0.4545454545454546,118.1,23.62,0.0,0.5,6.366197723675814,0.1865284974093264,0.0899541607049028,3746.48,52.38194444444444,22,234.78,91.67324722093171,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,81.9543,610,474.5,267,Medium,0.0,0.0111111111111111,0.1909090909090909,0.0921608860380764,0.345753143120163
60,2,신정네거리,B3,상대식,114.97,93.33,21.64,20.54,,37.520218,126.852849,21.64,1.0,0,1,0,1,0,0.0,0,1927.480893554954,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0310880829015544,0.0215668171110153,803.13,75.3525,5,220.69,15.278874536821952,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.130846,545,472.5,267,Low,0.0,0.0111111111111111,0.0,0.0175516333375232,0.0425553709266976
61,2,까치산,B5,상대식,114.37,82.28,32.09,30.99,5호선환승,37.53181,126.846706,32.09,1.0,0,1,1,1,0,0.0,0,1301.7567588054262,0.0,2,0.1818181818181818,0.0,0.0,0.0,0.0,2.546479089470325,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.45,535,472.5,267,Low,0.0,0.0444444444444444,0.0363636363636363,0.0,0.0428298132843587
62,3,지축,고가,섬식,123.22,130.4,-7.18,-8.28,,37.648281,126.912551,-7.180000000000007,1.0,1,0,0,1,0,0.0,0,8978.088679776365,0.0,2,0.1818181818181818,22.7,11.35,0.0,0.0,2.546479089470325,0.0155440414507772,0.0600330432173513,1198.71,419.5,6,1042.1,7.639437268410976,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.9534,541,472.5,267,Low,0.0,0.0444444444444444,0.0363636363636363,0.0251923615560428,0.0980812426061345
63,3,구파발,B2,섬식,131.87,119.35,12.52,11.42,,37.636612,126.918827,12.52000000000001,1.0,1,0,0,1,0,0.0,0,7608.440290640464,0.0,4,0.1818181818181818,105.17193,26.2929825,0.0,0.0,5.092958178940651,0.233160621761658,0.0679294038124917,2848.07,31.645222222222223,8,155.0,114.59155902616465,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,81.019614,625,472.5,267,Medium,0.0,0.0444444444444444,0.0363636363636363,0.1003633418580499,0.2629448698594001
64,3,연신내,B2,섬식,126.77,112.29,14.48,13.38,6호선환승,37.618855,126.920859,14.47999999999999,1.0,1,0,1,1,0,0.0,0,6037.279437749926,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,79.95,533,472.5,267,Low,0.0,0.1,0.0,0.0,0.0365530303030303
65,3,불광,B2,상대식,128.47,114.4,14.07,12.97,6호선환승,37.610554,126.929843,14.069999999999991,1.0,0,1,1,1,0,0.0,0,4833.888759825484,0.0,2,0.1818181818181818,0.0,0.0,0.0,0.0,2.546479089470325,0.0906735751295336,0.0248325001770939,1040.16,29.74714285714285,4,272.7,44.563384065730695,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.65823,570,472.5,267,Low,0.0,0.0444444444444444,0.0363636363636363,0.0385020251022091,0.1272717547017039
66,3,녹번,B2,섬식,136.67,123.69,12.98,11.88,,37.600882,126.935758,12.97999999999999,1.0,1,0,0,1,0,0.0,0,3773.718267129536,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,79.95,533,472.5,267,Low,0.0,0.0444444444444444,0.0,0.0,0.0162457912457912
67,3,홍제,B3,섬식,138.75,121.83,16.92,15.82,,37.588851,126.944092,16.92,1.0,1,0,0,1,0,0.0,0,2537.5263155371254,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0103626943005181,0.0051587393394838,216.29,54.072500000000005,0,75.68,5.092958178940651,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,79.993258,537,472.5,267,Low,0.0,0.0444444444444444,0.0,0.005173811213334,0.0275928999295806
68,3,무악재,B3,상대식,154.53,138.06,16.47,15.37,,37.582658,126.950131,16.47,1.0,0,1,0,1,0,0.0,0,1903.4942314563457,0.0,6,0.4545454545454546,0.0,0.0,0.0,0.0,7.639437268410976,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,81.2,538,472.5,267,Low,0.0,0.0111111111111111,0.0909090909090909,0.0,0.0705215029078665
69,3,독립문,B3,섬식,149.49,131.45,18.04,16.94,,37.574534,126.957902,18.04000000000002,1.0,1,0,0,1,0,0.0,0,1502.3401356748836,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0803108808290155,0.0071469612237104,150.15,9.666129032258064,0,44.7,39.470425886790046,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.00993,564,472.5,267,Low,0.0,0.0444444444444444,0.0,0.0291526140175753,0.0801827742616099
70,3,경복궁,B3,섬식,134.82,115.66,19.16,18.06,,37.575844,126.973576,19.16,1.0,1,0,0,1,0,0.0,3,754.2390631026676,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2849740932642487,0.0412458251752871,318.52,15.721,0,85.3,140.0563499208679,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.295862,643,472.5,267,Medium,0.0,0.0444444444444444,0.0,0.1087399728131786,0.2547323225292399
71,3,안국,B4,섬식,133.1,113.19,19.91,18.81,,37.576562,126.98547,19.91,1.0,1,0,0,1,0,0.25,5,268.4948400441604,3.724466361571515,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1062176165803108,0.0487591382241142,1179.82,49.861463414634144,10,134.45,52.20282133414168,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.758864,574,472.5,267,Low,0.00625,0.0444444444444444,0.0,0.0516589182681417,0.1318277559323596
74,3,충무로,B4,섬식,137.83,110.14,27.69,26.59,4호선환승,37.561302,126.995473,27.69000000000001,1.0,1,0,1,1,0,0.0,0,1244.0233720904453,0.0,5,0.1818181818181818,192.67946,38.535892,0.0,0.5,6.366197723675814,0.2642487046632124,0.0207890350135509,871.62,8.545294117647058,0,45.92,129.8704335629866,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.624324,637,474.5,267,Medium,0.0,0.1,0.1363636363636363,0.0950125798922544,0.3446229756658983
75,3,동대입구,B3,섬식,131.99,116.79,15.2,14.1,,37.55816,127.005273,15.200000000000005,1.0,1,0,0,1,0,0.0,0,1681.4051661493784,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0958549222797927,0.0100200563313633,420.11,11.354324324324324,0,32.23,47.10986315520102,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.03402200000001,570,472.5,267,Low,0.0,0.0444444444444444,0.0,0.035291659537052,0.0936468172759167
76,3,약수,B3,섬식,135.42,120.27,15.15,14.05,6호선환승,37.554674,127.010628,15.149999999999991,1.0,1,0,1,1,0,0.0,0,2164.071580521974,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025906735751295,7.918542053301804e-05,3.32,3.32,0,3.32,1.2732395447351628,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,79.950664,534,472.5,267,Low,0.0,0.1,0.0,0.0008899529985541,0.0385048590384957
77,3,금호,B2,섬식,134.29,121.89,12.4,11.3,,37.548269,127.015785,12.399999999999991,1.0,1,0,0,1,0,0.0,0,1983.8276329932053,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,79.95,533,472.5,267,Low,0.0,0.0444444444444444,0.0,0.0,0.0162457912457912
78,3,옥수,고가,상대식,113.51,128.09,-14.58,-15.68,경의중앙선환승,37.541653,127.017303,-14.579999999999998,1.0,0,1,1,1,0,0.0,0,1788.3898051460728,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0544041450777202,0.007595122082691,318.44,15.163809523809524,0,71.6,26.73803043943842,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.013688,554,472.5,267,Low,0.0,0.0444444444444444,0.0,0.0206664223868037,0.0615710130713949
79,3,압구정,B2,상대식,121.58,109.19,12.39,11.29,,37.526169,127.028502,12.39,1.0,0,1,0,1,0,0.25,1,497.5739641645388,2.0097514581155176,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1088082901554404,0.001966278936368,82.64,1.9628571428571429,0,26.5,53.47606087887684,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.366488,575,472.5,267,Low,0.00625,0.0111111111111111,0.0,0.0369248563639361,0.0873289358217472
80,3,신사,B2,상대식,124.49,110.91,13.58,12.48,,37.516438,127.020247,13.579999999999998,1.0,0,1,0,1,0,0.0,0,1800.2109983484163,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0906735751295336,0.0167357909275928,701.68,20.048,1,108.75,44.563384065730695,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.09033600000001,568,472.5,267,Low,0.0,0.0111111111111111,0.0,0.0358031220190421,0.0825842040577561
81,3,잠원,B2,상대식,110.98,97.26,13.72,12.62,,37.512989,127.011613,13.72,1.0,0,1,0,1,0,0.0,0,2573.346209824291,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0854922279792746,0.0269270976563739,1130.37,34.21121212121212,1,289.76,42.01690497626037,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.175794,566,472.5,267,Low,0.0,0.0111111111111111,0.0,0.0374731085452161,0.0862467881435696
82,3,고속터미널,B3,상대식,110.05,96.12,13.93,12.83,"7,9호선환승",37.504953,127.004916,13.929999999999993,1.0,0,1,1,1,0,0.0,0,3634.450878329522,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1088082901554404,0.2702092760949948,1710.11,269.73904761904765,15,1020.98,53.47606087887684,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,82.21580800000001,575,472.5,267,Medium,0.0,0.0444444444444444,0.0,0.126339188750145,0.2933306029364504
84,3,남부터미널,B3,상대식,135.55,116.99,18.56,17.46,,37.48494,127.016289,18.560000000000016,1.0,0,1,0,1,0,0.0,0,5179.618755810568,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3005181347150259,0.0735522842012444,2867.62,26.5846551724138,2,108.0,147.6957871892789,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.566764,649,472.5,267,Medium,0.0,0.0111111111111111,0.0,0.1246901396387568,0.2775295949737213
85,3,양재,B2,상대식,131.0,112.41,18.59,17.49,신분당선환승,37.48466,127.03513,18.590000000000003,1.0,0,1,1,1,0,0.0,0,5048.119369937364,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1139896373056994,0.0413574479970023,1733.99,39.408863636363634,0,94.52,56.02253996834716,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.29679800000001,577,472.5,267,Low,0.0,0.0444444444444444,0.0,0.0517823617675672,0.1298139255769332
86,3,매봉,B2,상대식,114.98,99.35,15.63,14.53,,37.487114,127.046907,15.63000000000001,1.0,0,1,0,1,0,0.0,0,4959.538122698114,0.0,7,0.4545454545454546,0.0,0.0,0.0,0.0,8.91267681314614,0.0181347150259067,0.0023338233129987,109.05,13.978571428571428,0,20.59,8.91267681314614,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,81.21957,545,472.5,267,Low,0.0,0.0111111111111111,0.0909090909090909,0.0068228461129684,0.0854852449510815
87,3,도곡,B4,상대식,113.38,88.531,24.849,23.749,분당선환승,37.491129,127.055694,24.84899999999999,1.0,0,1,1,1,0,0.0,0,4826.17338981858,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.005181347150259,0.0018932947837081,79.38,39.69,0,68.6,2.546479089470325,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,79.96587600000001,535,472.5,267,Low,0.0,0.0444444444444444,0.0,0.002358213977989,0.021417783265699
88,3,대치,B4,섬식,111.43,86.93,24.5,23.4,,37.494601,127.063449,24.5,1.0,1,0,0,1,0,0.0,0,4851.2765501130425,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.038860103626943,0.0237298670472019,995.32,66.328,5,153.22,19.09859317102744,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.148984,548,472.5,267,Low,0.0,0.0444444444444444,0.0,0.0208633235580483,0.0620028531401471
89,3,학여울,B5,상대식,117.91,91.57,26.34,25.24,,37.496757,127.070541,26.340000000000003,1.0,0,1,0,1,0,0.0,0,5065.855450297808,0.0,2,0.1818181818181818,0.0,0.0,0.0,0.0,2.546479089470325,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.45,535,472.5,267,Low,0.0,0.0111111111111111,0.0363636363636363,0.0,0.0306454698500153
90,3,대청,B3,상대식,122.0,107.62,14.38,13.28,,37.493607,127.079526,14.379999999999995,1.0,0,1,0,1,0,0.0,0,5874.257692381623,0.0,9,0.4545454545454546,85.4,9.488888888888887,0.0,0.0,11.459155902616464,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,81.2,538,472.5,267,Low,0.0,0.0111111111111111,0.0909090909090909,0.0,0.0705215029078665
91,3,일원,B3,상대식,143.96,127.07,16.89,15.79,,37.48389,127.08416,16.890000000000015,1.0,0,1,0,1,0,0.0,0,6932.122321703021,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0466321243523316,0.0050237425080932,210.53,11.701666666666666,0,48.7,22.91831180523293,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,79.992126,551,472.5,267,Low,0.0,0.0111111111111111,0.0,0.0172186222868082,0.0418250171450159
92,3,수서,B2,상대식,113.38,102.09,11.29,10.19,"분당선, GTX-A환승",37.487507,127.101324,11.289999999999992,1.0,0,1,1,1,0,0.0,0,7783.341813210571,0.0,5,0.3636363636363636,0.0,0.0,0.0,0.0,6.366197723675814,0.0595854922279792,0.0316264661526451,1325.6,57.65217391304348,0,58.67,29.284509528908742,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,81.21520000000001,560,472.5,267,Low,0.0,0.0444444444444444,0.0727272727272727,0.0304039861268748,0.1360953048966403
93,3,가락시장,B4,상대식,116.12,91.69,24.43,23.33,8호선환승,37.492368,127.118101,24.430000000000007,1.0,0,1,1,1,0,0.0,0,8736.826032382693,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1062176165803108,0.0590138886934429,2458.27,60.3480487804878,12,702.24,52.20282133414168,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.444854,574,472.5,267,Low,0.0,0.0444444444444444,0.0,0.0550771684245846,0.1370400356315279
94,3,경찰병원,B3,상대식,126.56,96.83,29.73,28.63,,37.495754,127.124198,29.730000000000004,1.0,0,1,0,1,0,0.0,0,9049.221060292306,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0466321243523316,0.045352257058772,1901.98,105.6377777777778,12,229.4,22.91831180523293,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.330296,551,472.5,267,Low,0.0,0.0111111111111111,0.0,0.0306614604703678,0.0713076054339591
95,3,오금,B4,상대식,133.6,98.27,35.33,34.23,5호선환승,37.502288,127.128344,35.33,1.0,0,1,1,1,0,0.0,0,9112.704275490214,0.0,1,0.0909090909090909,0.0,0.0,0.0,0.0,1.2732395447351628,0.0233160621761658,0.0145806118313989,611.3199999999999,67.92444444444443,2,219.54,11.459155902616464,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.322264,543,472.5,267,Low,0.0,0.0444444444444444,0.0181818181818181,0.0126322246691882,0.0572425677327265
96,4,당고개,고가,상대식,141.03,156.69,-15.66,-16.76,,37.66956,127.078404,-15.659999999999997,1.0,0,1,0,1,0,0.0,0,5948.144955770354,0.0,1,0.0,0.0,0.0,0.0,0.0,1.2732395447351628,0.0569948186528497,0.0030006981196563,125.81,5.718636363636364,0,6.0,28.01126998417358,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,79.975162,555,472.5,267,Low,0.0,0.0111111111111111,0.0,0.0199985055908353,0.0479218066640753
97,4,상계,고가,상대식,131.63,144.57,-12.94,-14.04,,37.660576,127.073199,-12.939999999999998,1.0,0,1,0,1,0,0.0,0,4866.855473672528,0.0,6,0.0909090909090909,0.0,0.0,0.0,0.0,7.639437268410976,0.0310880829015544,0.0004944318577257,20.73,1.7275,0,1.73,15.278874536821952,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.20414600000001,546,472.5,267,Low,0.0,0.0111111111111111,0.0181818181818181,0.01052750491976,0.0404421912115689
98,4,노원,고가,상대식,125.69,138.28,-12.59,-13.69,7호선환승,37.656274,127.063183,-12.590000000000003,1.0,0,1,1,1,0,0.0,0,4259.228860118767,0.0,3,0.2727272727272727,70.3,23.433333333333334,0.0,0.0,3.819718634205488,0.3393782383419689,0.1392506626412487,5838.35,44.5675572519084,26,189.27,166.79438036030632,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,81.86767,667,472.5,267,Medium,0.0,0.0444444444444444,0.0545454545454545,0.1595429669944059,0.4060285587345554
99,4,창동,고가,상대식,122.99,132.46,-9.47,-10.57,국철환승,37.652993,127.046746,-9.470000000000011,1.0,0,1,1,1,0,0.0,0,4062.087048336632,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2357512953367875,0.1116035023806905,3611.27,51.41967032967033,7,1146.42,115.8647985708998,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.885838,624,472.5,267,Medium,0.0,0.0444444444444444,0.0,0.1157849325724927,0.27018320018319
100,4,쌍문,B2,상대식,140.28,126.24,14.04,12.94,,37.648274,127.034381,14.040000000000006,1.0,0,1,0,1,0,0.0,0,4058.77076313204,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0544041450777202,0.0240175104723911,1006.98,47.95142857142857,3,172.38,26.73803043943842,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.151396,554,472.5,267,Low,0.0,0.0111111111111111,0.0,0.0261405518500371,0.0613924308461883
101,4,수유,B2,상대식,132.56,119.9,12.66,11.56,,37.637127,127.024731,12.659999999999997,1.0,0,1,0,1,0,0.0,0,3779.1839300251536,0.0,6,0.1818181818181818,14.7,2.45,0.0,0.0,7.639437268410976,0.2305699481865285,0.072494252497978,1567.32,34.15123595505618,7,376.0,113.31831948142948,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,81.05789200000001,624,472.5,267,Medium,0.0,0.0111111111111111,0.0363636363636363,0.1010214002281688,0.2522037680777038
102,4,미아,B2,상대식,140.93,127.38,13.55,12.45,,37.626435,127.026151,13.550000000000011,1.0,0,1,0,1,0,0.0,0,3143.1323608475323,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0984455958549222,0.0394326698533233,1542.95,43.50763157894737,0,98.44,48.38310269993618,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.280658,571,472.5,267,Low,0.0,0.0111111111111111,0.0,0.0459594219027485,0.1048588163027031
103,4,미아사거리,B2,상대식,131.31,117.33,13.98,12.88,,37.613276,127.030083,13.980000000000004,1.0,0,1,0,1,0,0.0,0,2703.547620932004,0.0,1,0.0909090909090909,1546.131,1546.131,0.0,0.5,1.2732395447351628,0.0725388601036269,0.0166830801506717,553.6,24.98107142857143,0,45.57,35.65070725258456,0.0,0.0,79,177,0.0,237,405.6155913978495,0.0,678.6366773438417,80.339894,562,474.5,267,Low,0.0,0.0111111111111111,0.1181818181818182,0.0297406467514328,0.1556861651530029
